Gender,AgeGroup,MonthlyIncome,LoanAmount,RepaymentStatus
0,2,115,129,T
1,2,38,98,T
1,1,12,185,X
1,1,16,288,X
0,1,8,340,X
0,2,192,92,T
0,4,48,277,X
1,4,24,273,X
0,3,45,410,X
0,4,20,307,X
0,4,20,67,T
1,4,26,321,X
1,1,6,439,X
1,1,10,126,X
1,4,57,477,X
1,2,16,241,X
1,4,59,351,X
0,1,6,495,X
1,1,7,357,X
1,4,37,362,X
0,4,45,131,T
1,4,30,341,X
1,2,16,157,X
0,4,34,287,X
0,3,24,209,X
1,1,10,293,X
1,3,47,117,T
1,1,9,381,X
0,4,22,89,T
1,3,43,100,T
0,2,133,310,T
0,3,51,55,T
0,4,46,216,T
1,4,55,482,X
1,3,42,478,X
0,1,17,244,X
1,3,29,133,T
1,3,22,50,T
1,1,17,495,X
1,3,44,332,X
1,4,17,81,T
0,3,32,377,X
1,4,22,356,X
0,2,50,146,T
1,2,35,359,X
0,3,72,458,X
0,4,46,499,X
0,1,18,408,X
1,2,34,461,X
0,2,35,212,X
0,3,56,91,T
0,1,13,69,X
1,3,43,217,X
1,4,38,489,X
0,4,60,116,T
1,1,5,238,X
1,1,10,131,X
0,3,64,92,T
0,3,50,161,T
1,4,56,447,X
1,1,19,480,X
1,4,31,276,X
1,4,43,149,T
0,1,20,223,X
1,4,32,452,X
1,3,46,215,T
1,4,27,126,T
1,2,17,397,X
0,1,12,190,X
0,2,32,348,X
1,3,58,465,X
1,3,74,653,X
0,3,26,408,X
1,2,23,162,X
0,3,57,66,T
1,3,49,145,T
0,2,30,413,X
1,4,31,186,X
0,3,32,330,X
1,2,45,437,X
1,3,50,248,T
0,1,18,105,X
1,4,35,356,X
0,4,27,437,X
1,3,29,368,X
1,1,6,224,X
1,1,13,472,X
1,2,46,474,X
0,3,68,494,X
1,2,20,89,T
0,2,26,167,X
0,3,36,458,X
0,4,18,420,X
0,3,80,402,X
0,3,77,121,T
1,4,48,497,X
0,4,20,94,T
0,1,18,253,X
1,2,41,353,X
0,3,59,109,T
1,3,75,362,T
0,3,72,368,X
1,4,46,176,T
1,4,50,162,T
0,2,43,225,X
1,3,32,230,X
0,4,39,246,X
0,1,6,57,X
0,1,16,352,X
1,2,45,493,X
1,3,51,349,X
0,3,67,344,X
0,1,20,336,X
0,4,16,354,X
0,3,54,396,X
1,2,40,358,X
1,2,43,307,X
1,1,12,468,X
0,2,31,448,X
1,3,79,468,X
0,2,33,211,X
0,1,11,79,X
0,2,33,320,X
1,1,5,265,X
1,3,56,768,X
1,3,30,496,X
0,2,42,365,X
1,3,30,306,X
0,1,17,278,X
1,3,38,90,T
1,4,32,442,X
0,3,67,148,T
0,2,156,461,T
1,1,9,373,X
0,2,16,214,X
0,1,14,353,X
1,4,28,355,X
1,2,21,404,X
0,3,75,128,T
0,3,66,63,T
1,2,40,285,X
0,2,50,396,X
0,3,73,96,T
0,2,32,362,X
1,3,26,120,T
0,2,18,100,X
1,4,27,151,X
1,1,12,246,X
1,2,38,151,T
0,3,51,401,X
0,2,47,218,T
1,2,28,410,X
1,3,26,64,T
0,4,46,450,X
0,3,80,371,T
0,4,56,370,X
1,4,48,144,T
0,4,56,451,X
1,1,20,405,X
0,1,13,157,X
0,1,17,89,X
1,4,24,321,X
0,2,21,185,X
0,4,60,372,X
1,2,19,260,X
0,4,24,144,X
0,3,53,392,X
0,3,183,149,T
1,2,39,490,X
0,3,41,293,X
0,2,40,447,X
1,4,52,308,X
0,1,5,107,X
0,3,24,317,X
1,3,75,126,T
1,3,78,318,T
1,3,35,177,X
0,2,41,205,T
0,1,13,467,X
0,2,46,72,T
0,3,24,165,X
0,4,33,466,X
1,3,51,316,X
1,1,5,167,X
1,4,47,273,X
1,4,40,310,X
0,2,36,127,T
0,4,25,66,T
1,4,35,235,X
0,2,25,383,X
0,2,34,322,X
0,4,25,187,X
0,2,29,473,X
1,3,45,99,T
1,4,46,158,T
1,2,40,258,X
1,1,18,495,X
0,2,43,51,T
0,1,20,142,X
1,3,52,166,T
1,3,128,279,T
1,3,66,379,X
0,1,6,414,X
1,1,5,477,X
0,2,26,326,X
0,4,28,285,X
1,2,27,401,X
1,3,29,272,X
1,1,16,490,X
1,4,18,236,X
0,2,28,255,X
0,4,19,408,X
0,2,47,171,T
0,1,18,327,X
0,4,45,303,X
0,4,59,131,T
0,3,77,204,T
0,1,8,186,X
1,3,77,911,X
1,3,28,435,X
1,2,32,129,T
1,2,42,235,X
1,3,58,330,X
1,1,16,114,X
0,2,48,81,T
1,1,11,288,X
1,2,17,914,X
0,2,39,91,T
0,2,43,220,X
1,1,18,268,X
1,1,14,208,X
1,2,25,292,X
1,2,28,115,T
1,2,32,99,T
0,3,37,78,T
1,1,11,466,X
0,2,48,540,X
1,3,44,186,T
1,4,40,417,X
1,3,44,200,T
1,3,56,169,T
1,4,28,114,T
0,4,28,106,T
1,3,185,355,T
1,3,65,488,X
0,3,70,488,X
1,1,17,458,X
1,3,62,431,X
1,3,54,437,X
1,2,32,152,T
1,3,130,181,T
1,3,41,55,T
1,2,39,226,X
0,4,55,51,T
1,1,10,304,X
0,3,50,499,X
1,3,31,364,X
1,1,9,463,X
1,4,42,158,T
1,4,48,437,X
0,1,193,481,T
0,4,33,436,X
1,3,31,297,X
1,4,60,377,X
1,2,49,332,X
1,3,78,268,T
1,3,30,135,T
1,4,36,484,X
0,4,45,332,X
0,2,38,448,X
1,3,41,361,X
0,1,16,255,X
1,3,39,350,X
0,4,26,106,T
1,4,46,250,X
1,4,47,329,X
0,3,51,400,X
0,3,75,350,T
0,1,11,469,X
1,4,57,458,X
1,3,70,131,T
0,2,31,468,X
1,3,80,291,T
0,2,27,380,X
0,1,167,326,T
1,1,19,495,X
1,2,15,144,X
0,4,55,286,X
1,3,80,317,T
1,2,101,461,T
1,1,7,143,X
0,3,31,430,X
0,2,38,227,X
0,1,125,327,T
0,2,44,422,X
0,4,51,131,T
1,1,5,147,X
0,2,30,385,X
1,2,21,496,X
0,2,43,283,X
0,2,19,253,X
1,3,39,454,X
0,4,114,328,T
0,1,5,97,X
0,2,46,243,X
0,2,50,307,X
1,4,31,495,X
1,4,43,432,X
0,3,20,290,X
0,2,44,107,T
1,3,64,398,X
1,1,19,118,X
0,3,116,468,T
0,2,25,340,X
0,4,29,178,X
0,2,27,214,X
0,1,6,285,X
0,2,37,436,X
0,2,30,271,X
0,2,29,355,X
1,3,50,217,T
1,2,35,140,T
0,4,50,149,T
0,2,17,84,T
1,3,29,182,X
0,1,18,193,X
1,4,27,275,X
1,3,43,225,X
0,2,40,298,X
1,3,27,323,X
0,1,19,476,X
0,2,16,233,X
0,2,31,238,X
0,3,24,309,X
0,4,26,347,X
0,3,48,280,X
1,4,60,297,T
0,1,6,355,X
0,4,55,239,T
1,3,61,179,T
1,4,57,170,T
1,1,9,312,X
1,4,29,460,X
1,3,51,120,T
1,3,60,408,X
0,3,59,352,X
0,1,9,231,X
0,1,6,446,X
1,4,42,395,X
0,4,37,831,X
1,3,59,363,X
0,1,17,258,X
0,4,25,432,X
1,1,8,436,X
1,1,12,336,X
1,1,17,323,X
0,3,62,360,X
1,4,48,440,X
0,2,20,447,X
1,4,27,463,X
0,2,43,462,X
1,2,34,312,X
0,4,28,96,T
1,2,46,499,X
1,3,60,143,T
1,1,10,331,X
0,3,199,225,T
1,2,34,248,X
0,1,9,213,X
0,2,39,118,T
0,1,18,268,X
0,2,34,241,X
0,4,40,421,X
0,3,31,247,X
1,2,29,132,T
1,2,19,377,X
1,2,44,312,X
0,1,6,88,X
0,4,20,456,X
0,3,47,277,X
1,2,20,354,X
0,4,32,725,X
1,3,25,446,X
1,2,43,448,X
1,2,18,362,X
1,4,43,366,X
1,3,41,111,T
1,3,56,281,X
1,2,49,233,T
1,2,17,112,X
0,1,11,244,X
0,2,32,300,X
1,1,8,207,X
0,4,29,217,X
0,3,125,55,T
1,1,14,468,X
0,3,49,156,T
0,3,28,325,X
1,2,46,327,X
1,3,23,441,X
0,4,28,85,T
1,3,79,310,T
0,3,37,433,X
0,4,43,75,T
0,4,22,494,X
1,1,11,405,X
0,4,26,133,X
0,3,28,423,X
1,4,24,150,X
0,1,17,478,X
1,4,34,310,X
0,4,39,477,X
0,2,18,475,X
0,2,27,164,X
0,1,12,314,X
0,2,22,69,T
1,4,164,302,T
1,3,39,188,T
1,3,34,490,X
0,2,30,197,X
0,1,19,87,T
1,3,22,353,X
1,1,9,80,X
1,4,32,98,T
0,2,48,496,X
0,3,62,152,T
1,3,49,342,X
0,2,15,492,X
0,4,20,328,X
1,4,42,241,X
1,1,6,58,X
1,3,52,480,X
0,4,45,316,X
1,4,107,269,T
0,2,15,326,X
1,2,47,355,X
0,2,36,460,X
0,3,38,456,X
0,3,59,160,T
1,4,52,140,T
1,3,62,63,T
0,3,64,379,X
1,4,34,672,X
1,4,27,365,X
0,1,13,215,X
0,4,15,333,X
1,2,23,281,X
0,2,42,463,X
1,2,43,262,X
1,3,55,494,X
1,3,69,352,X
0,1,17,102,X
1,3,32,53,T
0,2,18,409,X
0,2,22,245,X
1,2,18,379,X
1,1,17,492,X
0,2,27,414,X
1,4,38,85,T
1,4,37,346,X
1,4,30,235,X
0,2,30,129,T
0,3,56,258,T
1,4,54,400,X
0,4,58,248,T
0,1,20,141,X
0,2,26,55,T
0,3,34,330,X
1,2,23,67,T
0,4,16,64,T
1,2,103,188,T
0,4,57,328,X
1,3,56,470,X
1,4,23,458,X
1,3,73,498,X
0,2,45,390,X
1,1,10,68,X
1,2,23,93,T
0,4,47,147,T
0,2,29,176,X
0,4,44,157,T
1,4,57,368,X
0,2,34,264,X
1,1,8,272,X
0,3,33,455,X
0,4,45,493,X
0,2,26,51,T
1,4,42,137,T
1,1,7,106,X
1,4,54,313,X
1,2,31,185,X
1,2,43,263,X
1,3,41,193,T
0,1,15,403,X
1,3,66,224,T
0,4,38,384,X
1,2,25,374,X
1,3,52,443,X
0,1,6,308,X
0,4,50,492,X
0,4,29,180,X
0,1,9,498,X
0,2,18,221,X
1,4,27,466,X
0,2,38,171,T
1,3,67,348,X
0,2,47,140,T
0,4,60,363,X
1,4,57,421,X
0,1,7,225,X
0,2,22,309,X
1,1,13,180,X
1,1,10,988,X
0,4,15,219,X
0,2,42,461,X
0,4,48,79,T
0,3,55,448,X
1,1,11,497,X
1,1,9,475,X
1,1,16,254,X
1,2,19,272,X
1,4,43,806,X
0,2,41,207,X
0,2,34,302,X
0,4,53,208,T
0,3,76,340,T
0,3,68,190,T
0,1,7,431,X
1,4,26,242,X
1,2,23,165,X
0,2,31,285,X
1,1,19,325,X
1,1,18,327,X
0,3,33,365,X
1,3,60,330,X
0,4,60,98,T
1,1,6,394,X
1,2,20,198,X
1,1,18,99,X
0,1,9,181,X
1,1,10,238,X
1,2,30,462,X
1,3,79,283,T
1,4,26,405,X
0,1,20,427,X
1,2,29,427,X
1,1,15,299,X
0,4,23,86,T
1,4,34,158,T
0,1,15,272,X
0,4,36,364,X
1,1,6,166,X
0,4,41,297,X
0,4,55,81,T
1,1,5,219,X
1,1,121,101,T
0,1,8,94,X
0,2,38,197,X
0,1,15,955,X
1,4,41,475,X
0,4,34,296,X
1,1,5,253,X
1,3,67,180,T
0,1,14,261,X
0,3,74,237,T
1,3,49,214,T
1,4,19,441,X
0,4,30,235,X
1,2,21,379,X
0,2,32,219,X
1,3,21,76,T
0,3,38,361,X
1,1,19,229,X
1,2,22,475,X
1,1,13,63,T
1,1,19,439,X
0,3,65,409,X
1,3,35,328,X
1,2,46,213,T
0,2,184,358,T
0,3,56,590,X
1,1,15,393,X
1,4,29,475,X
1,1,5,426,X
1,1,15,200,X
1,2,25,299,X
0,2,44,134,T
1,2,23,60,T
1,4,47,116,T
0,3,46,102,T
0,1,14,213,X
0,2,32,359,X
1,3,50,263,X
0,3,59,387,X
1,1,14,358,X
1,1,19,173,X
1,1,10,249,X
1,1,14,308,X
0,2,30,197,X
0,1,10,100,X
0,2,31,199,X
1,1,10,180,X
1,1,16,362,X
1,1,19,149,X
0,2,148,347,T
0,1,13,316,X
0,1,18,382,X
1,1,20,168,X
0,2,32,282,X
0,2,15,377,X
1,1,13,364,X
0,1,13,206,X
1,4,133,387,T
0,3,29,188,X
0,4,56,406,X
1,4,28,187,X
1,4,56,227,T
1,1,14,67,T
0,2,40,451,X
1,4,52,119,T
1,3,38,392,X
1,3,76,474,X
1,1,189,413,T
1,4,47,439,X
0,4,51,423,X
1,2,39,271,X
0,1,6,433,X
0,1,17,379,X
0,1,9,144,X
1,4,35,54,T
0,4,54,303,X
0,1,9,54,X
0,4,58,85,T
0,1,6,406,X
0,1,7,415,X
1,4,111,278,T
0,2,15,327,X
1,1,7,354,X
1,1,6,158,X
1,4,52,236,T
1,2,49,279,X
0,2,49,276,X
0,4,38,294,X
1,1,17,114,X
0,1,14,159,X
1,1,11,99,X
0,2,31,563,X
1,1,14,301,X
0,4,55,403,X
0,4,181,475,T
0,2,24,434,X
1,4,50,499,X
1,2,26,412,X
0,1,7,213,X
1,2,36,383,X
1,2,32,329,X
0,3,58,250,T
0,2,44,292,X
1,3,67,460,X
1,4,27,347,X
0,3,62,104,T
1,4,58,490,X
1,4,55,380,X
1,1,5,495,X
1,1,17,83,T
1,2,49,426,X
1,3,53,191,T
0,1,12,77,X
1,3,33,366,X
0,4,43,357,X
0,4,19,66,T
0,2,50,372,X
0,4,30,131,T
0,2,46,65,T
0,3,67,153,T
1,1,9,100,X
0,3,42,419,X
0,3,35,77,T
1,3,34,331,X
0,2,38,470,X
0,3,50,168,T
0,3,55,366,X
1,2,25,77,T
0,1,5,456,X
1,4,58,130,T
0,2,24,441,X
1,3,59,78,T
0,1,5,307,X
1,1,17,233,X
1,1,5,314,X
1,4,41,485,X
1,4,34,139,T
0,1,9,463,X
0,1,9,405,X
0,4,18,137,X
1,2,34,720,X
1,4,57,355,X
0,1,15,179,X
1,3,22,50,T
1,2,44,88,T
0,4,35,285,X
1,4,60,389,X
1,3,70,241,T
1,4,52,186,T
1,4,35,866,X
1,1,7,285,X
1,3,34,427,X
1,1,7,197,X
1,3,53,371,X
1,2,21,484,X
1,3,71,412,X
1,1,5,122,X
0,4,51,239,T
0,3,72,99,T
1,3,67,164,T
1,1,18,433,X
0,4,59,153,T
1,3,23,191,X
0,4,26,236,X
1,3,68,370,X
0,2,24,146,X
1,1,14,203,X
1,4,41,486,X
1,3,25,374,X
0,4,19,253,X
0,4,37,382,X
0,2,33,311,X
1,3,56,256,T
1,1,8,365,X
0,2,21,297,X
0,4,59,273,T
1,1,9,82,X
0,1,17,424,X
1,3,50,260,X
1,1,10,74,X
0,1,17,371,X
1,3,69,128,T
1,4,30,145,T
1,2,31,465,X
1,4,47,344,X
0,4,19,210,X
1,4,36,412,X
0,4,126,455,T
0,2,25,140,X
1,4,33,483,X
0,4,58,116,T
1,2,29,93,T
0,1,9,393,X
0,3,46,156,T
1,2,43,217,X
1,3,71,206,T
1,4,15,53,T
0,2,45,387,X
1,1,20,101,X
1,4,34,236,X
1,4,22,413,X
0,4,42,255,X
0,1,15,110,X
0,1,19,175,X
1,1,5,490,X
1,4,36,256,X
0,4,16,536,X
0,1,14,441,X
0,1,6,184,X
1,1,6,371,X
1,4,17,199,X
1,1,16,231,X
0,2,42,224,X
1,3,49,226,T
1,2,42,156,T
0,2,20,239,X
0,2,38,180,T
0,1,5,330,X
0,4,47,224,T
0,2,24,182,X
0,2,18,485,X
1,3,67,134,T
0,3,26,86,T
0,1,9,214,X
1,4,60,235,T
1,1,14,167,X
0,1,11,465,X
1,4,41,104,T
1,2,40,326,X
0,4,21,255,X
1,1,13,198,X
0,2,31,108,T
1,4,49,193,T
1,3,55,227,T
0,3,72,704,X
1,2,28,173,X
1,2,21,162,X
0,4,15,447,X
1,4,49,407,X
0,4,21,189,X
1,4,48,580,X
0,1,13,107,X
1,2,34,169,T
1,3,41,197,T
0,2,43,398,X
1,4,18,211,X
0,4,18,227,X
0,4,60,356,X
1,1,5,315,X
1,4,34,451,X
1,3,69,191,T
0,1,10,125,X
0,3,22,384,X
0,1,19,415,X
0,2,19,207,X
0,2,47,161,T
0,4,57,279,T
0,1,19,404,X
0,2,40,200,T
0,2,27,495,X
0,2,102,152,T
0,1,16,74,T
0,1,12,181,X
0,2,45,54,T
1,1,9,338,X
1,3,48,410,X
1,2,34,473,X
0,1,19,280,X
1,4,50,161,T
0,4,20,172,X
1,1,7,124,X
0,2,25,143,X
1,3,33,354,X
0,4,46,278,X
1,1,5,238,X
0,4,29,100,T
0,3,27,484,X
1,4,29,146,X
1,2,46,272,X
1,3,21,268,X
1,3,58,467,X
0,4,21,496,X
0,1,18,181,X
0,2,24,238,X
1,2,42,348,X
0,4,18,491,X
1,4,138,480,T
0,1,137,58,T
0,3,51,222,T
1,1,6,216,X
0,3,57,259,T
0,3,31,458,X
1,4,39,434,X
1,3,30,126,T
1,2,25,845,X
0,2,23,306,X
0,1,19,199,X
1,1,18,118,X
0,1,18,353,X
1,3,42,409,X
0,3,21,318,X
1,3,58,69,T
1,1,19,380,X
0,1,18,396,X
1,4,15,97,X
1,2,36,245,X
1,2,42,399,X
0,4,15,443,X
1,3,27,274,X
0,3,32,151,T
1,2,47,232,T
1,4,45,340,X
0,3,27,333,X
1,3,26,138,X
0,2,41,111,T
0,1,7,324,X
0,4,51,290,X
0,4,22,611,X
0,1,11,150,X
0,4,53,433,X
1,2,19,60,T
0,1,14,243,X
0,1,5,963,X
1,4,17,534,X
0,4,41,415,X
0,4,44,452,X
1,3,56,236,T
1,2,177,140,T
1,4,200,334,T
1,1,18,379,X
0,1,7,464,X
0,3,21,392,X
1,2,20,109,X
1,2,195,396,T
0,4,46,181,T
1,2,30,128,T
1,3,61,357,X
0,1,19,229,X
1,2,50,76,T
0,4,54,359,X
1,2,20,126,X
1,4,36,157,T
0,1,13,133,X
1,3,77,263,T
1,1,10,182,X
1,2,48,279,X
1,1,10,190,X
0,3,46,312,X
1,2,109,136,T
0,1,20,485,X
0,1,6,996,X
0,4,21,783,X
0,3,34,334,X
0,4,24,386,X
1,2,24,160,X
0,3,27,228,X
1,1,16,323,X
1,4,26,376,X
0,1,9,88,X
1,3,45,423,X
0,3,70,292,T
1,1,12,495,X
0,3,73,383,X
0,2,38,314,X
0,2,33,337,X
0,2,19,92,T
0,3,70,158,T
0,1,8,152,X
0,1,8,656,X
1,2,44,346,X
0,2,29,496,X
0,4,40,106,T
0,2,19,454,X
1,2,40,75,T
0,4,46,391,X
1,1,9,247,X
0,1,147,308,T
1,1,19,183,X
1,2,45,202,T
1,2,18,178,X
1,4,34,163,T
1,1,16,114,X
0,4,18,146,X
0,1,13,159,X
1,1,5,140,X
1,1,8,499,X
0,2,44,370,X
0,4,48,430,X
1,4,18,624,X
0,2,25,354,X
1,4,43,482,X
1,4,32,50,T
0,2,15,368,X
0,1,6,202,X
0,4,55,96,T
0,3,44,303,X
1,4,155,51,T
0,3,59,213,T
1,1,7,397,X
0,4,20,275,X
0,2,25,220,X
1,2,21,81,T
1,1,10,285,X
1,4,50,283,X
1,4,51,197,T
0,2,20,125,X
0,3,66,438,X
0,2,33,100,T
1,1,19,96,X
1,4,32,72,T
1,1,14,269,X
1,3,22,357,X
1,4,47,412,X
1,4,16,419,X
0,4,30,326,X
1,3,112,177,T
0,3,72,463,X
1,3,63,364,X
1,4,50,411,X
1,4,41,214,X
0,2,35,180,X
0,2,130,167,T
1,4,57,334,X
0,2,43,327,X
0,2,24,166,X
0,1,18,409,X
1,1,16,492,X
0,4,31,125,T
0,3,49,337,X
0,4,58,235,T
0,4,38,124,T
1,3,26,365,X
1,3,39,102,T
0,1,6,495,X
1,3,61,336,X
1,3,60,405,X
0,3,32,85,T
1,4,56,305,X
0,2,44,283,X
0,3,80,83,T
1,3,69,339,T
0,2,25,164,X
0,3,25,265,X
0,3,61,135,T
1,2,22,420,X
0,3,58,328,X
1,1,11,484,X
0,2,26,74,T
0,3,156,147,T
1,1,5,927,X
0,2,28,148,X
1,2,40,116,T
1,1,13,148,X
0,2,19,87,T
1,1,17,489,X
0,1,8,216,X
0,2,35,391,X
1,2,44,342,X
1,3,70,255,T
1,3,25,299,X
0,1,18,138,X
1,4,58,113,T
0,3,78,144,T
0,3,23,335,X
1,2,46,142,T
1,1,9,150,X
1,2,32,480,X
1,4,55,138,T
1,2,37,53,T
1,4,30,278,X
0,3,66,222,T
0,3,57,158,T
1,4,27,485,X
0,4,35,478,X
0,1,8,424,X
1,4,55,246,T
1,4,26,68,T
0,1,6,418,X
1,3,43,476,X
1,4,35,456,X
1,1,8,481,X
1,1,151,258,T
1,1,12,467,X
1,3,70,300,T
1,3,54,217,T
0,2,196,356,T
0,4,51,245,T
0,3,44,89,T
0,3,35,195,X
0,4,36,841,X
0,4,26,140,X
0,2,43,389,X
1,3,73,430,X
0,3,59,357,X
0,2,25,481,X
1,2,37,104,T
1,1,9,164,X
0,1,5,112,X
0,3,52,229,T
1,1,7,442,X
1,2,40,403,X
0,2,29,424,X
1,2,36,374,X
1,4,45,99,T
0,1,15,749,X
1,1,6,110,X
0,3,24,385,X
0,1,5,417,X
0,1,16,66,T
1,2,23,53,T
0,1,9,231,X
0,2,44,192,T
0,4,18,963,X
0,3,45,154,T
0,2,31,138,T
1,1,10,442,X
0,2,30,178,X
0,3,71,254,T
1,4,20,118,X
0,3,58,340,X
1,3,77,125,T
1,4,51,77,T
1,1,10,297,X
1,4,41,370,X
1,3,29,402,X
0,4,52,108,T
1,1,11,437,X
1,1,9,272,X
1,2,32,116,T
1,3,79,486,X
0,1,10,121,X
1,3,30,424,X
0,1,13,438,X
1,4,16,206,X
1,4,59,288,T
0,4,53,285,X
0,3,52,200,T
0,1,14,377,X
0,3,30,445,X
1,3,66,191,T
1,4,31,166,X
1,1,17,140,X
1,3,79,402,X
0,4,15,452,X
0,4,56,193,T
0,3,76,330,T
1,3,71,173,T
0,3,49,73,T
0,1,12,64,X
0,3,45,261,X
1,3,79,115,T
0,2,17,390,X
0,1,18,362,X
1,1,9,73,X
1,2,18,265,X
1,4,40,277,X
0,1,5,300,X
1,4,21,265,X
1,3,67,404,X
1,1,16,304,X
0,4,59,124,T
1,1,14,55,T
1,2,24,66,T
1,3,35,345,X
0,4,54,160,T
0,3,40,373,X
1,1,18,134,X
1,4,16,192,X
1,2,23,412,X
1,4,42,159,T
0,1,15,164,X
0,4,40,488,X
0,1,14,111,X
0,1,17,424,X
1,4,165,55,T
1,1,13,56,T
1,1,19,209,X
0,1,8,111,X
1,1,8,491,X
0,4,22,72,T
1,3,78,425,X
0,1,11,146,X
0,2,20,71,T
1,3,55,314,X
1,1,5,391,X
0,2,50,833,X
1,2,44,286,X
1,4,44,60,T
1,4,15,73,T
0,4,133,202,T
1,2,166,447,T
1,4,52,77,T
0,1,20,212,X
0,2,29,276,X
1,4,23,147,X
1,3,34,490,X
1,2,40,471,X
0,3,30,279,X
0,3,35,307,X
0,2,49,328,X
1,2,19,117,X
1,1,11,332,X
1,2,28,189,X
0,4,41,462,X
1,2,39,297,X
0,1,9,337,X
1,2,136,106,T
1,4,17,113,X
0,1,9,392,X
1,2,42,193,T
1,2,21,269,X
0,2,46,151,T
0,4,23,348,X
0,1,18,451,X
1,1,18,408,X
0,4,46,276,X
0,3,29,93,T
1,2,34,391,X
1,3,50,264,X
0,1,5,362,X
1,2,19,153,X
0,1,14,940,X
1,4,31,238,X
0,2,41,356,X
0,1,12,374,X
1,1,15,134,X
1,1,16,242,X
0,2,46,372,X
1,2,44,182,T
0,1,7,367,X
1,1,11,295,X
1,3,69,316,T
0,2,50,480,X
1,3,58,281,T
1,3,37,120,T
1,3,28,406,X
1,3,76,430,X
1,1,153,437,T
1,4,41,139,T
0,3,68,187,T
1,3,76,353,T
0,2,24,249,X
0,4,38,428,X
1,1,18,360,X
0,2,44,125,T
1,2,32,499,X
0,1,8,134,X
0,2,27,314,X
0,1,17,441,X
1,3,36,274,X
0,4,173,477,T
1,2,33,228,X
1,4,31,393,X
0,3,44,479,X
0,1,8,67,X
0,1,13,87,X
1,1,12,137,X
0,3,43,332,X
0,2,30,303,X
0,3,36,214,X
0,1,12,168,X
1,4,41,304,X
0,2,21,105,T
0,2,31,438,X
1,3,66,109,T
0,4,51,420,X
0,1,14,437,X
1,3,64,301,T
0,4,34,215,X
0,1,17,274,X
0,1,11,132,X
1,1,20,476,X
0,3,36,135,T
0,3,200,117,T
1,4,60,267,T
1,2,46,66,T
0,2,24,237,X
1,2,35,108,T
0,3,41,93,T
0,3,53,395,X
0,4,57,484,X
1,4,58,169,T
1,4,20,306,X
1,1,19,263,X
0,4,30,180,X
0,4,38,235,X
0,1,5,268,X
0,4,149,483,T
1,1,15,386,X
0,3,24,313,X
1,4,25,136,X
1,1,10,174,X
0,3,75,181,T
0,3,119,350,T
0,4,58,169,T
0,1,7,276,X
1,2,29,141,T
0,3,76,117,T
1,4,46,460,X
0,4,55,405,X
0,1,17,316,X
1,3,28,363,X
1,1,5,513,X
0,1,6,159,X
1,4,26,88,T
0,1,12,525,X
0,1,13,328,X
1,3,50,314,X
0,3,39,415,X
0,3,77,168,T
0,3,74,348,T
0,2,127,354,T
1,4,24,243,X
0,3,58,59,T
0,4,164,177,T
1,2,26,83,T
0,1,19,449,X
0,2,50,174,T
0,4,36,280,X
1,3,78,181,T
0,4,38,173,T
0,4,15,387,X
1,2,41,425,X
1,3,50,126,T
0,4,157,285,T
1,4,44,436,X
0,4,40,82,T
1,4,26,91,T
1,3,27,218,X
1,3,163,492,T
0,4,31,210,X
0,2,19,468,X
1,4,26,338,X
1,3,80,144,T
1,3,24,498,X
0,4,45,436,X
1,1,7,167,X
1,1,12,287,X
0,4,53,380,X
1,4,48,224,T
1,4,40,327,X
0,1,6,256,X
1,1,5,77,X
0,2,31,344,X
1,3,30,385,X
1,3,74,81,T
0,1,8,65,X
0,2,39,394,X
0,2,49,113,T
0,3,36,73,T
0,4,158,61,T
0,2,22,348,X
0,2,35,227,X
1,4,54,478,X
1,4,16,243,X
0,1,8,100,X
0,2,37,401,X
0,1,9,65,X
0,3,32,390,X
1,2,37,304,X
0,1,20,109,X
1,2,39,440,X
0,4,45,94,T
1,2,49,413,X
1,4,28,321,X
0,2,45,129,T
0,2,19,142,X
0,1,16,144,X
1,2,17,467,X
1,3,79,433,X
1,2,47,461,X
1,4,58,220,T
0,2,42,493,X
0,2,23,97,T
1,3,41,486,X
1,3,24,659,X
1,3,75,232,T
1,3,80,475,X
0,2,35,92,T
0,3,26,131,X
0,3,75,460,X
0,2,50,84,T
1,1,156,166,T
1,4,143,460,T
1,3,39,401,X
1,3,59,309,X
0,1,20,345,X
1,3,71,248,T
1,2,35,255,X
1,1,8,53,X
1,3,26,175,X
0,1,16,424,X
0,2,50,175,T
1,2,31,386,X
1,3,64,266,T
0,3,25,411,X
1,3,20,190,X
0,2,20,111,X
0,3,79,415,X
0,2,42,500,X
1,3,20,165,X
0,3,58,435,X
0,4,45,247,X
0,2,44,348,X
1,1,153,327,T
1,4,38,51,T
1,1,6,426,X
0,1,15,190,X
0,2,33,318,X
0,3,24,57,T
1,1,11,231,X
0,3,65,384,X
0,2,17,166,X
0,2,44,391,X
0,1,9,139,X
1,3,30,295,X
1,2,39,379,X
1,3,62,133,T
0,4,35,392,X
0,1,6,100,X
0,1,15,459,X
0,2,106,184,T
1,2,29,187,X
1,3,56,475,X
0,4,24,82,T
1,3,38,266,X
1,1,6,317,X
1,1,6,278,X
1,1,12,200,X
1,4,15,270,X
0,4,22,369,X
0,3,62,363,X
1,4,42,474,X
0,4,58,473,X
0,4,56,247,T
0,3,24,293,X
0,1,9,52,X
1,4,54,395,X
0,2,26,292,X
0,2,40,393,X
0,1,12,162,X
